X,Y,Intersection,All Motorized Vehicles AADT (24 hour volume) ,% Trucks,Pedestrians Not Factored,Bicycles Not Factored,Data Collection Date,,,,,
351866.623,5022704.498,LEGGET DR @ HERZBERG RD,14083,1.20%,61,180,2017-Aug-29,,,,,
350653.6151,5022879.5,LEGGET DR @ SOLANDT RD,13341,2.22%,253,17,2017-Apr-11,,,,,
350175.6181,5023443.011,LEGGET DR @ TERRY FOX DR,12662,1.95%,333,185,2017-Jun-07,,,,,
368477.289,5028150.444,LEONARD AVE @ GROVE AVE,990,7.95%,196,133,2017-Jul-27,,,,,
350151.0819,5016607.129,LEVECHE WAY @ MAPLE GROVE RD,6646,2.34%,56,7,2017-Jun-29,,,,,
370882.7249,5014019.435,LIMEBANK RD @ RIDEAU RD,8652,4.24%,1,7,2017-Apr-12,,,,,
370882.7249,5014019.435,LIMEBANK RD @ RIDEAU RD,8652,4.24%,1,7,2017-Apr-12,,,,,
367915.706,5031251.575,LISGAR ST @ METCALFE ST,11044,1.90%,4692,29,2017-Apr-04,,,,,
367762.7049,5031159.574,LISGAR ST @ O'CONNOR ST,12436,2.64%,3265,133,2017-Mar-21,,,,,
364841.334,5014200.437,LONGFIELDS DR @ PAUL METIVIER DR,14766,3.10%,62,63,2017-Jun-22,,,,,
365421.1699,5017106.945,LONGFIELDS DR @ WOODROFFE AVE,37769,2.07%,76,3,2017-Mar-02,,,,,
365657.7,5028517.552,MACFARLANE AVE @ RUSKIN ST,6709,4.13%,695,31,2017-Nov-30,,,,,
368051.706,5031032.573,MACLAREN ST @ METCALFE ST,10122,1.64%,1820,29,2017-Apr-04,,,,,
369358.714,5029716.56,MAIN ST @ BECKWITH RD/BOWER ST,14700,2.87%,176,5,2017-Mar-07,,,,,
369109.6079,5030312.378,MAIN ST @ OBLATE AVE,15625,3.53%,502,22,2017-Mar-07,,,,,
369431.7411,5029532.494,MAIN ST @ RIVERDALE AVE,25291,2.64%,67,7,2017-Dec-14,,,,,
369431.7411,5029532.494,MAIN ST @ RIVERDALE AVE,19124,2.20%,92,7,2017-Mar-07,,,,,
351414.617,5021779.49,MARCH RD @ RICHARDSON SIDE RD,39099,1.92%,8,18,2017-Apr-11,,,,,
351414.617,5021779.49,MARCH RD @ RICHARDSON SIDE RD,40617,2.03%,51,8,2017-Nov-02,,,,,
351414.617,5021779.49,MARCH RD @ RICHARDSON SIDE RD,39099,1.92%,8,18,2017-Apr-11,,,,,
350754.566,5023784.002,MARCH VALLEY RD @ TERRY FOX DR,10601,1.41%,446,284,2017-Jun-07,,,,,
364286.8811,5014761.599,MARKETPLACE AVE @ RIOCAN AVE,11811,3.70%,514,13,2017-May-25,,,,,
374826.7329,5031173.562,MAXIME ST @ CYRVILLE RD,13855,3.17%,98,39,2017-May-31,,,,,
369128.7129,5029626.559,MCGILLIVRAY ST @ MUTCHMOR RD,848,2.36%,90,267,2017-Sep-20,,,,,
352959.6159,5017068.449,MCKITRICK DR @ SUMNER ST,1063,3.39%,37,3,2017-Apr-26,,,,,
368117.7071,5030592.569,MCLEOD ST @ O'CONNOR ST,15867,1.94%,1499,13,2017-Mar-21,,,,,
368270.7079,5030685.57,MCLEOD ST W @ METCALFE ST,9648,1.04%,401,8,2017-Apr-04,,,,,
363609.6921,5028538.553,MCRAE AVE @ RICHMOND RD,15411,3.32%,2457,114,2017-Apr-20,,,,,
363499.6506,5022972.089,MEADOWLANDS DR @ 68 W OF THATCHER ST/BROOKLANE,15185,2.94%,87,5,2017-Mar-22,,,,,
374449.3189,5028368.394,MELFORT ST @ WALKLEY RD,24021,6.80%,196,6,2017-Apr-11,,,,,
383900.7721,5032642.54,MER BLEUE RD @ WALL RD,4562,5.03%,5,16,2017-Jun-15,,,,,
366153.3279,5020632.42,MERIVALE RD @ MACFARLANE RD,20859,4.24%,19,38,2017-May-24,,,,,
365462.7011,5022298.499,MERIVALE RD @ WOODFIELD DR/ROYDON PL,41949,2.75%,256,2,2017-Mar-13,,,,,
365327.5879,5029955.486,MERTON ST @ SCOTT ST,13800,18.39%,520,49,2017-Nov-29,,,,,
368098.7071,5030960.572,METCALFE ST @ GILMOUR ST,10505,1.51%,1402,35,2017-Apr-04,,,,,
367792.7049,5031451.577,METCALFE ST @ LAURIER AVE,18086,1.86%,11444,186,2017-Apr-04,,,,,
367874.7049,5031319.576,METCALFE ST @ NEPEAN ST,10380,2.13%,5717,16,2017-Apr-04,,,,,
368560.28,5030225.532,METCALFE ST @ PATTERSON AVE,709,1.85%,121,107,2017-Jul-26,,,,,
368492.709,5030332.566,METCALFE ST @ PRETORIA AVE,8160,2.69%,410,90,2017-Jun-29,,,,,
367648.7041,5031680.579,METCALFE ST @ QUEEN ST,9686,3.55%,9849,56,2017-Apr-04,,,,,
367731.7041,5031549.578,METCALFE ST @ SLATER ST,18356,10.98%,15564,37,2017-Apr-04,,,,,
368010.706,5031104.574,METCALFE ST @ SOMERSET ST,14079,2.07%,2902,65,2017-Apr-04,,,,,
367607.7041,5031747.58,METCALFE ST @ SPARKS ST,3635,2.34%,8125,8,2017-Apr-04,,,,,
367565.703,5031817.581,METCALFE ST @ WELLINGTON ST,19509,11.69%,5963,11,2017-Apr-04,,,,,
354231.6241,5016511.443,MICHAEL COWPLAND DR @ TERENCE MATTHEWS CRES E,11169,2.05%,255,23,2017-May-25,,,,,
387268.794,5031812.521,MILTON RD @ NAVAN RD,10196,10.77%,0,4,2017-May-31,,,,,
387268.794,5031812.521,MILTON RD @ NAVAN RD,8607,5.14%,1,0,2017-Mar-21,,,,,
375797.7271,5034648.587,MISS OTTAWA ST @ MONTREAL RD,25177,2.58%,319,6,2017-Apr-11,,,,,
371673.726,5012108.42,MITCH OWENS RD @ DOZOIS RD/LIMEBANK RD,17813,7.17%,22,7,2017-May-04,,,,,
377088.7611,5015548.453,MITCH OWENS RD @ OLD PRESCOTT RD,14836,10.21%,1,2,2017-May-04,,,,,
375399.7501,5014484.445,MITCH OWENS RD @ STAGECOACH RD,18090,8.66%,2,8,2017-May-04,,,,,
361736.6989,5014021.971,MOFFATT POND CRT/COBBLE HILL DR @ ANJANA CIRC,866,4.36%,100,3,2017-Nov-08,,,,,
375654.7271,5034556.587,MONTREAL RD @ OGILVIE RD,35586,3.05%,724,38,2017-May-09,,,,,
376125.7279,5034853.588,MONTREAL RD @ SHEFFORD RD,38996,3.02%,357,21,2017-Apr-11,,,,,
375971.94,5034759.085,MONTREAL RD @ SINCLAIR ST,26295,2.67%,356,8,2017-Apr-11,,,,,
356989.364,5020637.368,MOODIE DR @ 200 N OF ROBERTSON RD,19493,3.18%,88,1,2017-Mar-08,,,,,
356345.651,5022761.498,MOODIE DR @ CORKSTOWN RD,22563,3.80%,28,410,2017-Sep-13,,,,,
356919.651,5020813.481,MOODIE DR @ FITZGERALD RD/STAFFORD RD,23326,3.01%,164,4,2017-Mar-08,,,,,
357066.6521,5020455.478,MOODIE DR @ ROBERTSON RD,48129,2.59%,443,3,2017-Mar-08,,,,,
356815.651,5021083.483,MOODIE DR @ TIMM DR,22235,2.74%,3,6,2017-Mar-08,,,,,
364382.6959,5026190.532,MORISSET AVE @ CALDWELL AVE,1564,10.69%,252,68,2017-Jun-28,,,,,
367707.526,5032394.497,MURRAY ST @ SUSSEX DR,20608,1.64%,2114,45,2017-Dec-14,,,,,
381659.76,5032770.55,NAVAN RD @ PAGE RD,10914,7.72%,29,10,2017-May-25,,,,,
385757.7849,5031832.527,NAVAN RD @ TENTH LINE RD,10475,6.76%,4,2,2017-May-03,,,,,
367562.7041,5031133.574,NEPEAN ST @ BANK ST,9229,7.49%,9220,556,2017-Aug-29,,,,,
369532.3671,5015949.298,NORTH BLUFF DR @ CORAL BERRY AVE/EYE BRIGHT CR,1886,0.96%,73,11,2017-Jul-27,,,,,
367497.703,5031585.579,O'CONNOR ST @ QUEEN ST,10135,4.31%,8502,42,2017-Mar-21,,,,,
367579.7041,5031450.577,O'CONNOR ST @ SLATER ST,19411,11.99%,12230,50,2017-Mar-21,,,,,
367855.706,5031012.573,O'CONNOR ST @ SOMERSET ST,17941,2.52%,3430,190,2017-Mar-21,,,,,
367456.703,5031652.579,O'CONNOR ST @ SPARKS ST,4441,2.95%,6555,9,2017-Mar-21,,,,,
368637.711,5029730.561,O'CONNOR ST @ THIRD AVE,2924,2.69%,596,517,2017-Aug-29,,,,,
367413.703,5031722.58,O'CONNOR ST @ WELLINGTON ST,23009,5.60%,2849,16,2017-Mar-21,,,,,
374304.4044,5033079.561,OGILVIE RD @ 240 W OF BLAIR RD,23310,2.90%,741,16,2017-Apr-11,,,,,
375420.7279,5034060.583,OGILVIE RD @ ELMRIDGE DR/JASMINE CRES N,14342,5.03%,431,3,2017-Feb-09,,,,,
373380.197,5032536.26,OGILVIE RD @ MATHESON RD/PALMERSTON DR,30094,2.15%,417,176,2017-May-09,,,,,
377889.763,5013683.44,OLD PRESCOTT RD @ PARKWAY RD,6349,7.25%,3,7,2017-May-04,,,,,
348795.2,5022408.413,OLD SECOND LINE RD @ TERRY FOX DR,18333,2.21%,93,16,2017-Mar-30,,,,,
366640.08,5016090.702,OLDFIELD ST @ WATERBRIDGE DR,1664,3.25%,133,1,2017-Jan-17,,,,,
373385.7321,5028907.548,OTHELLO AVE @ WESTON DR,4247,2.39%,107,35,2017-May-25,,,,,
365156.6959,5030377.569,OTTAWA RIVER PKWY @ RIVER ST/SLIDELL ST,26574,0.72%,140,47,2017-Apr-25,,,,,
367732.7019,5032695.589,PARENT AVE @ ST. ANDREW ST,7040,8.75%,2283,271,2017-May-18,,,,,
364949.6959,5029726.563,PARKDALE AVE @ SCOTT ST,23231,10.87%,1574,82,2017-Nov-29,,,,,
365380.6989,5028745.554,PARKDALE AVE @ SHERWOOD DR,15646,2.90%,490,199,2017-Jun-01,,,,,
363953.6929,5028753.555,PATRICIA AVE @ RICHMOND RD,12931,4.01%,749,179,2017-Apr-25,,,,,
369457.7211,5023575.511,PAUL ANKA DR @ UPLANDS DR,7922,4.76%,619,79,2017-Jun-07,,,,,
365553.474,5014522.83,PAUL METIVIER DR @ TEMAGAMI DR,4000,2.55%,97,1,2017-Mar-02,,,,,
385522.3279,5038495.843,PEPPERGRASS RD N @ SPRINGRIDGE DR,1338,6.99%,57,19,2017-Jun-28,,,,,
385784.023,5038277.94,PEPPERGRASS RD S @ SPRINGRIDGE DR,1914,5.74%,51,23,2017-Jul-06,,,,,
360072.674,5024471.515,PINECREST RD @ RICHMOND RD,35304,2.77%,211,1,2017-Jan-12,,,,,
386975.057,5036113.309,PINNACLE ST @ FIELDFAIR WAY/PENNYROYAL CRES,1607,2.65%,27,0,2017-Apr-19,,,,,
386679.0989,5036001.302,PINNACLE ST @ PENNYROYAL CRES/FIELDFAIR WAY,277,9.47%,49,0,2017-Apr-19,,,,,
371849.726,5028610.548,PLEASANT PARK RD @ DELMAR DR/NORWAY CRES E,7072,2.22%,175,218,2017-Jun-01,,,,,
385733.646,5036025.761,PORTOBELLO BLVD @ AQUAVIEW DR/NANTES ST,5620,3.65%,195,14,2017-May-25,,,,,
385350.763,5037697.566,PORTOBELLO BLVD @ VALIN ST,12213,2.54%,204,19,2017-Apr-20,,,,,
366309.2729,5030126.78,PRESTON ST @ SOMERSET ST,18027,6.61%,1893,530,2017-Jun-20,,,,,
367399.7101,5019166.474,PRINCE OF WALES DR @ FALLOWFIELD RD,23202,0.69%,5,2,2017-Jan-14,,,,,
367371.9189,5025693.477,PRINCE OF WALES DR @ MEADOWLANDS DR/HOG'S BACK,41526,1.95%,529,14,2017-Mar-22,,,,,
367449.709,5017616.461,PRINCE OF WALES DR @ MERIVALE RD,18671,0.95%,4,0,2017-Jan-14,,,,,
372902.7359,5024546.517,QUAIL RUN AVE @ SABLE RIDGE DR E,1286,2.55%,90,3,2017-Jan-25,,,,,
368581.1079,5031469.223,QUEEN ELIZABETH DRWY @ SOMERSET ST,7254,0.36%,1303,678,2017-May-30,,,,,
388373.7671,5042393.586,QUIGLEY HILL RD @ REGIONAL RD 174,19203,4.28%,0,4,2017-Jul-06,,,,,
376683.7471,5028863.541,RAMSAYVILLE RD @ RIDGE RD,6283,1.04%,0,2,2017-Jul-12,,,,,
384351.854,5039990.348,REGIONAL RD 174 @ TRIM RD,34176,4.77%,40,13,2017-Apr-19,,,,,
348803.086,5019506.072,RICHARDSON SIDE RD @ TERRY FOX DR,22907,3.41%,9,4,2017-Nov-23,,,,,
351408.617,5021708.49,RICHARDSON SIDE RD/TERON RD @ STEACIE DR,12074,3.29%,54,4,2017-Nov-27,,,,,
351408.617,5021708.49,RICHARDSON SIDE RD/TERON RD @ STEACIE DR,40617,2.03%,51,8,2017-Nov-02,,,,,
357617.2347,5020614.688,RICHMOND RD @ 141 S OF ROBERTSON RD/TOWNHALL,5562,4.09%,240,1,2017-Mar-08,,,,,
357623.9057,5020336.272,RICHMOND RD @ 170 S OF KIMBERLEY RD/OUR LADY O,4206,4.46%,230,0,2017-Mar-08,,,,,
359492.6699,5023528.506,RICHMOND RD @ BELLFIELD ST/RIDGEVALLEY DR,16759,3.30%,193,27,2017-May-25,,,,,
361181.6811,5026041.53,RICHMOND RD @ HARTLEIGH AVE,12514,2.48%,72,81,2017-Aug-03,,,,,
361181.6811,5026041.53,RICHMOND RD @ HARTLEIGH AVE,14085,2.65%,53,63,2017-Apr-25,,,,,
361181.6811,5026041.53,RICHMOND RD @ HARTLEIGH AVE,14302,2.56%,48,13,2017-Nov-16,,,,,
358137.6589,5021086.484,RICHMOND RD @ LYNHAR RD/STAFFORD RD,37087,2.51%,413,2,2017-Mar-08,,,,,
358329.3019,5021226.531,RICHMOND RD @ NORTHSIDE RD E,36058,2.36%,254,1,2017-Mar-08,,,,,
357581.5159,5020752.206,RICHMOND RD @ ROBERTSON RD,35071,2.54%,167,4,2017-Mar-08,,,,,
357391.6419,5014373.423,RICHMOND RD @ STEEPLE HILL CRES N,7617,3.98%,3,0,2017-Feb-02,,,,,
357873.657,5020928.482,RICHMOND RD @ STINSON AVE,34068,2.51%,300,3,2017-Mar-08,,,,,
368282.7479,5032274.584,RIDEAU ST @ WALLER ST,11250,26.83%,4123,64,2017-May-09,,,,,
372212.703,5002825.334,RIDEAU VALLEY DR E @ ROGER STEVENS DR E,9319,6.89%,1,7,2017-Jun-08,,,,,
367641.6511,5014851.188,RIVER RD @ 175 N OF EARL ARMSTRONG/LOBLAWS SC,15510,1.93%,46,3,2017-Mar-28,,,,,
368027.9872,5021766.397,RIVERSIDE DR @ 175 S OF HUNT CLUB  RD/RUNWAY C,29997,1.94%,56,30,2017-Apr-20,,,,,
369937.566,5029316.745,RIVERSIDE DR @ SMYTH RD NORTH SIDE RAMP,37557,2.79%,29,4,2017-Nov-29,,,,,
369788.4449,5028997.976,RIVERSIDE DR @ SMYTH RD SOUTH SIDE RAMP,41879,2.72%,11,1,2017-Nov-21,,,,,
357395.654,5020645.48,ROBERTSON RD @ VANIER RD,32437,2.26%,229,2,2017-Mar-08,,,,,
356395.6471,5020053.474,ROBERTSON RD @ WESTCLIFFE RD,24447,2.85%,98,2,2017-Mar-08,,,,,
364429.6951,5029195.558,ROSS AVE @ SPENCER ST,1915,1.71%,279,96,2017-Nov-09,,,,,
373569.7321,5029260.55,RUSSELL RD S @ ST. LAURENT BLVD,28302,8.55%,133,7,2017-Apr-11,,,,,
373145.731,5028668.546,SAUNDERSON DR @ PLEASANT PARK RD,7784,2.40%,184,102,2017-Jun-15,,,,,
361779.6841,5026185.531,SAVILLE ROW @ WOODROFFE AVE,18564,2.99%,292,1,2017-Mar-22,,,,,
385921.0271,5036745.674,SCALA AVE @ JANET WAY W/MARKWICK CRES W,2129,3.93%,165,10,2017-Sep-07,,,,,
385958.3819,5036518.235,SCALA AVE @ NEWCARLISLE CRES E,1917,3.61%,100,3,2017-Sep-07,,,,,
364205.694,5029269.559,SCOTT ST @ WESTERN AVE,13227,3.27%,384,366,2017-May-25,,,,,
385018.76,5038145.571,SHEENBORO CRES @ VARENNES BLVD,4048,3.96%,105,38,2017-Sep-20,,,,,
372464.726,5030105.559,SHELLEY AVE @ RUSSELL RD,10862,3.77%,92,75,2017-Jun-14,,,,,
368496.6951,5015566.401,SHORELINE DR N @ SPRATT RD,7954,3.01%,480,4,2017-Nov-30,,,,,
371120.7219,5029136.553,SMYTH RD @ SOUTH HAVEN PL/GENERAL HOSPITAL ENTRANCE W,27078,3.27%,225,51,2017-Apr-11,,,,,
378063.9359,5006581.978,SNAKE ISLAND RD @ STAGECOACH RD,8882,10.96%,0,3,2017-Jun-08,,,,,
369281.8049,5010280.53,SOUTH ISLAND PARK DR N @ SOUTH RIVER DR N,886,2.77%,4,18,2017-May-16,,,,,
369229.646,5010210.676,SOUTH RIVER DR N @ VAN VLIET RD N,1476,4.55%,57,21,2017-May-16,,,,,
369794.7211,5025316.524,SOUTHMORE DR @ THORNDALE DR,1213,5.00%,106,21,2017-May-16,,,,,
378029.6219,5035847.979,ST. JOSEPH BLVD @ 500 E OF HART RD,24169,1.10%,8,6,2017-Apr-19,,,,,
379164.983,5036154.126,ST. JOSEPH BLVD @ FOREST VALLEY DR/YOUVILLE DR,27328,1.88%,51,56,2017-May-10,,,,,
376558.7449,5035054.248,ST. JOSEPH BLVD @ REGIONAL RD 174/TRANSITWAY,30133,5.05%,174,39,2017-May-10,,,,,
384682.754,5039285.582,ST. JOSEPH BLVD/OLD MONTREAL RD @ TRIM RD,25615,3.44%,62,23,2017-Apr-26,,,,,
372169.8902,5032287.153,ST. LAURENT BLVD @ 125 N OF QUEEN MARY ST/ZELL,31990,4.49%,642,15,2017-Apr-11,,,,,
372305.7211,5031951.574,ST. LAURENT BLVD @ COVENTRY RD/OGILVIE RD,52270,4.06%,1483,257,2017-Jun-01,,,,,
373751.734,5028417.543,ST. LAURENT BLVD @ JOLIFFE ST,15784,2.77%,145,11,2017-Apr-11,,,,,
367666.914,5032462.365,ST. PATRICK ST @ SUSSEX DR,20172,4.77%,2811,403,2017-May-09,,,,,
368427.7041,5033069.591,ST. PATRICK ST/ST. ANDREW ST @ BEAUSOLEIL DR,37563,1.84%,559,280,2017-Sep-20,,,,,
368427.7041,5033069.591,ST. PATRICK ST/ST. ANDREW ST @ BEAUSOLEIL DR,35517,1.79%,593,231,2017-May-18,,,,,
367832.0959,5033871.926,STANLEY AVE @ SUSSEX DR,20731,1.86%,399,500,2017-May-31,,,,,
355540.1321,5017642.012,STEEPLE CHASE DR @ PINE HILL DR,2961,3.94%,61,43,2017-Sep-19,,,,,
349665.583,5014034.428,STITTSVILLE MAIN ST @ HOBIN ST/WILDPINE CRT,20348,3.85%,176,8,2017-May-04,,,,,
355950.3959,5016619.151,STONEHAVEN DR @ STONEMEADOW DR,10035,3.43%,280,63,2017-Jun-07,,,,,
363748.0292,5014681.665,STRANDHERD DR @ 215 W OF GREENBANK RD/BARRHAVE,29039,3.66%,82,1,2017-Apr-25,,,,,
383971.2751,5035032.233,STRASBOURG ST @ CHINIAN ST/MONTARGIS CIRC,1887,4.05%,131,0,2017-Jan-25,,,,,
367962.7101,5028116.548,SUNNYSIDE AVE @ BRONSON PL/SLOAN AVE,5839,4.10%,264,138,2017-Jun-28,,,,,
383640.9751,5036900.456,TENTH LINE RD @ CHARLEMAGNE BLVD S/DES EPINETT,35571,2.46%,351,17,2017-May-09,,,,,
352293.6211,5020788.481,TERON RD @ PARKWAY (THE)/PENFIELD DR S,14465,3.83%,224,9,2017-Dec-06,,,,,
350061.2781,5019030.751,TERRY FOX DR @ 329 N OF CAMPEAU DR/SIGNATURE C,24345,3.12%,12,3,2017-Dec-06,,,,,
351269.7181,5018181.775,TERRY FOX DR @ PALLADIUM DR/KATIMAVIK RD,51551,2.78%,110,6,2017-Nov-23,,,,,
349384.6419,5022954.034,TERRY FOX DR N @ FLAMBOROUGH WAY/INNOVATION DR,19717,3.12%,177,14,2017-Apr-11,,,,,
350623.4789,5018915.729,TERRY FOX DR S @ DIDSBURY RD/CENTRUM KANATA SC,42281,2.97%,73,3,2017-Dec-06,,,,,
386797.0729,5036714.239,TRIM RD @ MILLENNIUM BLVD,8991,8.37%,42,0,2017-Feb-22,,,,,
363399.5189,5028777.84,TWEEDSMUIR AVE @ SCOTT ST,9797,4.74%,2150,58,2017-Mar-28,,,,,
357327.546,5019851.918,TYRRELL PL @ MOODIE DR,17425,3.20%,246,1,2017-Mar-08,,,,,
365193.7,5022948.504,VIEWMOUNT DR @ MERIVALE RD,41365,3.48%,689,3,2017-Mar-22,,,,,
378723.7299,5037475.6,VINEYARD DR @ VOYAGEUR DR,1591,3.40%,34,4,2017-Apr-11,,,,,
363990.9289,5021426.115,WEST HUNT CLUB RD @ 354 E OF WOODROFFE AVE/REC,34627,3.16%,26,2,2017-Jan-12,,,,,
367107.709,5022081.498,WEST HUNT CLUB RD @ ANTARES DR/LASER ST,42030,3.83%,62,32,2017-Apr-20,,,,,
371909.723,5030369.562,WEYBURN ST @ CORONATION AVE,3233,5.83%,80,48,2017-Nov-09,,,,,
363235.12,5028474.902,WHITBY AVE @ WINONA AVE,1197,1.10%,119,25,2017-May-25,,,,,
374716.4811,5020250.206,WHITE ALDER AVE @ KELLY FARM DR,1468,17.25%,90,0,2017-Mar-02,,,,,
365576.6981,5016707.451,WOODROFFE AVE @ CLARIDGE DR/STONEWAY DR N,32139,2.34%,194,1,2017-Mar-02,,,,,
366327.1189,5014853.406,WOODROFFE AVE @ CRESTHAVEN DR/PAUL METIVIER,7452,3.54%,157,12,2017-May-25,,,,,
365885.6989,5015940.445,WOODROFFE AVE @ DEERFOX DR/STONEWAY DR,26744,2.51%,139,2,2017-Mar-02,,,,,
361909.6841,5025370.524,WOODROFFE AVE @ GEORGINA DR/LENESTER AVE,31640,2.00%,317,6,2017-Mar-22,,,,,
365727.6981,5016328.448,WOODROFFE AVE @ QUEENSBURY DR/RIDEAUCREST DR,26229,2.09%,365,31,2017-Apr-20,,,,,
